Format,1.0B,
Memory Length,10000,
IntpDistance,0,
Trigger Address,-45001,
Trigger Level,0.000E+00,
Source,CH1,
Vertical Units,V,
Vertical Units Div,0,
Vertical Units Extend Div,16,
Label, ,
Probe Type,0,
Probe Ratio,1.000E+00,
Vertical Scale,1.000E+01,
Vertical Position,8.000E-01,
Horizontal Units,S,
Horizontal Scale,1.000E-04,
Horizontal Position,5.000E-03,
Horizontal Mode,Main,
SincET Mode,Real Time,
Sampling Period,1.000E-07,
Horizontal Old Scale,1.000E-04,
Horizontal Old Position,5.000E-03,
Firmware,V1.24,
Mode,Detail,
Waveform Data,
4.992400e-03,9.60e+00,
4.992500e-03,9.60e+00,
4.992600e-03,9.60e+00,
4.992700e-03,9.60e+00,
4.992800e-03,9.60e+00,
4.992900e-03,9.60e+00,
4.993000e-03,9.60e+00,
4.993100e-03,9.60e+00,
4.993200e-03,9.60e+00,
4.993300e-03,9.60e+00,
4.993400e-03,9.60e+00,
4.993500e-03,9.60e+00,
4.993600e-03,9.60e+00,
4.993700e-03,9.60e+00,
4.993800e-03,9.60e+00,
4.993900e-03,9.60e+00,
4.994000e-03,9.60e+00,
4.994100e-03,9.60e+00,
4.994200e-03,9.60e+00,
4.994300e-03,9.60e+00,
4.994400e-03,9.60e+00,
4.994500e-03,9.60e+00,
4.994600e-03,9.60e+00,
4.994700e-03,9.60e+00,
4.994800e-03,9.60e+00,
4.994900e-03,9.60e+00,
4.995000e-03,9.60e+00,
4.995100e-03,9.60e+00,
4.995200e-03,9.60e+00,
4.995300e-03,9.60e+00,
4.995400e-03,9.60e+00,
4.995500e-03,9.60e+00,
4.995600e-03,9.60e+00,
4.995700e-03,9.60e+00,
4.995800e-03,9.60e+00,
4.995900e-03,9.60e+00,
4.996000e-03,9.60e+00,
4.996100e-03,9.60e+00,
4.996200e-03,9.60e+00,
4.996300e-03,9.60e+00,
4.996400e-03,9.60e+00,
4.996500e-03,9.60e+00,
4.996600e-03,9.60e+00,
4.996700e-03,9.60e+00,
4.996800e-03,9.60e+00,
4.996900e-03,9.60e+00,
4.997000e-03,9.60e+00,
4.997100e-03,9.60e+00,
4.997200e-03,9.60e+00,
4.997300e-03,9.60e+00,
4.997400e-03,9.60e+00,
4.997500e-03,9.60e+00,
4.997600e-03,9.60e+00,
4.997700e-03,9.60e+00,
4.997800e-03,9.60e+00,
4.997900e-03,9.60e+00,
4.998000e-03,9.60e+00,
4.998100e-03,9.60e+00,
4.998200e-03,9.60e+00,
4.998300e-03,9.60e+00,
4.998400e-03,9.60e+00,
4.998500e-03,9.60e+00,
4.998600e-03,9.60e+00,
4.998700e-03,9.60e+00,
4.998800e-03,9.60e+00,
4.998900e-03,9.60e+00,
4.999000e-03,9.60e+00,
4.999100e-03,9.60e+00,
4.999200e-03,9.60e+00,
4.999300e-03,9.60e+00,
4.999400e-03,9.60e+00,
4.999500e-03,9.60e+00,
4.999600e-03,9.60e+00,
4.999700e-03,9.60e+00,
4.999800e-03,9.60e+00,
4.999900e-03,9.60e+00,
5.000000e-03,9.60e+00,
5.000100e-03,9.60e+00,
5.000200e-03,9.60e+00,
5.000300e-03,9.60e+00,
5.000400e-03,9.60e+00,
5.000500e-03,9.60e+00,
5.000600e-03,9.60e+00,
5.000700e-03,9.60e+00,
5.000800e-03,9.60e+00,
5.000900e-03,9.60e+00,
5.001000e-03,9.60e+00,
5.001100e-03,9.60e+00,
5.001200e-03,9.60e+00,
5.001300e-03,9.60e+00,
5.001400e-03,9.60e+00,
5.001500e-03,9.60e+00,
5.001600e-03,9.60e+00,
5.001700e-03,9.60e+00,
5.001800e-03,9.60e+00,
5.001900e-03,9.60e+00,
5.002000e-03,9.60e+00,
5.002100e-03,9.60e+00,
5.002200e-03,9.60e+00,
5.002300e-03,9.60e+00,
5.002400e-03,9.60e+00,
5.002500e-03,9.60e+00,
5.002600e-03,9.60e+00,
5.002700e-03,9.60e+00,
5.002800e-03,9.60e+00,
5.002900e-03,9.60e+00,
5.003000e-03,9.60e+00,
5.003100e-03,9.60e+00,
5.003200e-03,9.60e+00,
5.003300e-03,9.60e+00,
5.003400e-03,9.60e+00,
5.003500e-03,9.60e+00,
5.003600e-03,9.60e+00,
5.003700e-03,9.60e+00,
5.003800e-03,9.60e+00,
5.003900e-03,9.60e+00,
5.004000e-03,9.60e+00,
5.004100e-03,9.60e+00,
5.004200e-03,9.60e+00,
5.004300e-03,9.60e+00,
5.004400e-03,9.60e+00,
5.004500e-03,9.60e+00,
5.004600e-03,9.60e+00,
5.004700e-03,9.60e+00,
5.004800e-03,9.60e+00,
5.004900e-03,9.60e+00,
5.005000e-03,9.60e+00,
5.005100e-03,9.60e+00,
5.005200e-03,9.60e+00,
5.005300e-03,9.60e+00,
5.005400e-03,9.60e+00,
5.005500e-03,9.60e+00,
5.005600e-03,9.60e+00,
5.005700e-03,9.60e+00,
5.005800e-03,9.60e+00,
5.005900e-03,9.60e+00,
5.006000e-03,9.60e+00,
5.006100e-03,9.60e+00,
5.006200e-03,9.60e+00,
5.006300e-03,9.60e+00,
5.006400e-03,9.60e+00,
5.006500e-03,9.60e+00,
5.006600e-03,9.60e+00,
5.006700e-03,9.60e+00,
5.006800e-03,9.60e+00,
5.006900e-03,9.60e+00,
5.007000e-03,9.60e+00,
5.007100e-03,9.60e+00,
5.007200e-03,9.60e+00,
5.007300e-03,9.60e+00,
5.007400e-03,9.60e+00,
5.007500e-03,9.60e+00,
5.007600e-03,9.60e+00,
5.007700e-03,9.60e+00,
5.007800e-03,9.60e+00,
5.007900e-03,9.60e+00,
5.008000e-03,9.60e+00,
5.008100e-03,9.60e+00,
5.008200e-03,9.60e+00,
5.008300e-03,9.60e+00,
5.008400e-03,9.60e+00,
5.008500e-03,9.60e+00,
5.008600e-03,9.60e+00,
5.008700e-03,9.60e+00,
5.008800e-03,9.60e+00,
5.008900e-03,9.60e+00,
5.009000e-03,9.60e+00,
5.009100e-03,9.60e+00,
5.009200e-03,9.60e+00,
5.009300e-03,9.60e+00,
5.009400e-03,9.60e+00,
5.009500e-03,9.60e+00,
5.009600e-03,9.60e+00,
5.009700e-03,9.60e+00,
5.009800e-03,9.60e+00,
5.009900e-03,9.60e+00,
5.010000e-03,9.60e+00,
5.010100e-03,9.60e+00,
5.010200e-03,9.60e+00,
5.010300e-03,9.60e+00,
5.010400e-03,9.60e+00,
5.010500e-03,9.60e+00,
5.010600e-03,9.60e+00,
5.010700e-03,9.60e+00,
5.010800e-03,9.60e+00,
5.010900e-03,9.60e+00,
5.011000e-03,9.60e+00,
5.011100e-03,9.60e+00,
5.011200e-03,9.60e+00,
5.011300e-03,9.60e+00,
5.011400e-03,9.60e+00,
5.011500e-03,9.60e+00,
5.011600e-03,8.80e+00,
5.011700e-03,8.80e+00,
5.011800e-03,8.80e+00,
5.011900e-03,8.80e+00,
5.012000e-03,8.80e+00,
5.012100e-03,8.80e+00,
5.012200e-03,8.80e+00,
5.012300e-03,8.80e+00,
5.012400e-03,8.80e+00,
5.012500e-03,8.80e+00,
5.012600e-03,8.80e+00,
5.012700e-03,8.80e+00,
5.012800e-03,8.80e+00,
5.012900e-03,8.80e+00,
5.013000e-03,8.00e+00,
5.013100e-03,8.00e+00,
5.013200e-03,8.00e+00,
5.013300e-03,8.00e+00,
5.013400e-03,8.00e+00,
5.013500e-03,8.00e+00,
5.013600e-03,8.00e+00,
5.013700e-03,8.00e+00,
5.013800e-03,8.00e+00,
5.013900e-03,8.00e+00,
5.014000e-03,8.00e+00,
5.014100e-03,8.00e+00,
5.014200e-03,8.00e+00,
5.014300e-03,8.00e+00,
5.014400e-03,7.60e+00,
5.014500e-03,7.60e+00,
5.014600e-03,7.60e+00,
5.014700e-03,7.60e+00,
5.014800e-03,7.60e+00,
5.014900e-03,7.60e+00,
5.015000e-03,7.60e+00,
5.015100e-03,7.60e+00,
5.015200e-03,7.60e+00,
5.015300e-03,7.60e+00,
5.015400e-03,7.60e+00,
5.015500e-03,6.80e+00,
5.015600e-03,6.80e+00,
5.015700e-03,6.80e+00,
5.015800e-03,6.80e+00,
5.015900e-03,6.80e+00,
5.016000e-03,6.80e+00,
5.016100e-03,6.80e+00,
5.016200e-03,6.80e+00,
5.016300e-03,6.80e+00,
5.016400e-03,6.80e+00,
5.016500e-03,6.00e+00,
5.016600e-03,6.00e+00,
5.016700e-03,6.00e+00,
5.016800e-03,6.00e+00,
5.016900e-03,6.00e+00,
5.017000e-03,6.00e+00,
5.017100e-03,6.00e+00,
5.017200e-03,6.00e+00,
5.017300e-03,6.00e+00,
5.017400e-03,6.00e+00,
5.017500e-03,6.00e+00,
5.017600e-03,5.60e+00,
5.017700e-03,5.60e+00,
5.017800e-03,5.60e+00,
5.017900e-03,5.60e+00,
5.018000e-03,5.60e+00,
5.018100e-03,5.60e+00,
5.018200e-03,5.60e+00,
5.018300e-03,5.60e+00,
5.018400e-03,4.80e+00,
5.018500e-03,4.80e+00,
5.018600e-03,4.80e+00,
5.018700e-03,4.80e+00,
5.018800e-03,4.80e+00,
5.018900e-03,4.80e+00,
5.019000e-03,4.80e+00,
5.019100e-03,4.80e+00,
5.019200e-03,4.80e+00,
5.019300e-03,4.80e+00,
5.019400e-03,4.00e+00,
5.019500e-03,4.00e+00,
5.019600e-03,4.00e+00,
5.019700e-03,4.00e+00,
5.019800e-03,4.00e+00,
5.019900e-03,4.00e+00,
5.020000e-03,4.00e+00,
5.020100e-03,4.00e+00,
5.020200e-03,4.00e+00,
5.020300e-03,3.20e+00,
5.020400e-03,3.20e+00,
5.020500e-03,3.20e+00,
5.020600e-03,3.20e+00,
5.020700e-03,3.20e+00,
5.020800e-03,3.20e+00,
5.020900e-03,3.20e+00,
5.021000e-03,3.20e+00,
5.021100e-03,3.20e+00,
5.021200e-03,2.80e+00,
5.021300e-03,2.80e+00,
5.021400e-03,2.80e+00,
5.021500e-03,2.80e+00,
5.021600e-03,2.80e+00,
5.021700e-03,2.80e+00,
5.021800e-03,2.80e+00,
5.021900e-03,2.80e+00,
5.022000e-03,2.80e+00,
5.022100e-03,2.80e+00,
5.022200e-03,2.80e+00,
5.022300e-03,2.00e+00,
5.022400e-03,2.00e+00,
5.022500e-03,2.00e+00,
5.022600e-03,2.00e+00,
5.022700e-03,2.00e+00,
5.022800e-03,2.00e+00,
5.022900e-03,2.00e+00,
5.023000e-03,2.00e+00,
5.023100e-03,2.00e+00,
5.023200e-03,2.00e+00,
5.023300e-03,1.20e+00,
5.023400e-03,1.20e+00,
5.023500e-03,1.20e+00,
5.023600e-03,1.20e+00,
5.023700e-03,1.20e+00,
5.023800e-03,1.20e+00,
5.023900e-03,1.20e+00,
5.024000e-03,1.20e+00,
5.024100e-03,1.20e+00,
5.024200e-03,1.20e+00,
5.024300e-03,4.00e-01,
5.024400e-03,4.00e-01,
5.024500e-03,4.00e-01,
5.024600e-03,4.00e-01,
5.024700e-03,4.00e-01,
5.024800e-03,4.00e-01,
5.024900e-03,4.00e-01,
5.025000e-03,4.00e-01,
5.025100e-03,4.00e-01,
5.025200e-03,4.00e-01,
5.025300e-03,4.00e-01,
5.025400e-03,0.00e+00,
5.025500e-03,0.00e+00,
5.025600e-03,0.00e+00,
5.025700e-03,0.00e+00,
5.025800e-03,0.00e+00,
5.025900e-03,0.00e+00,
5.026000e-03,0.00e+00,
5.026100e-03,0.00e+00,
5.026200e-03,0.00e+00,
5.026300e-03,0.00e+00,
5.026400e-03,0.00e+00,
5.026500e-03,-8.00e-01,
5.026600e-03,-8.00e-01,
5.026700e-03,-8.00e-01,
5.026800e-03,-8.00e-01,
5.026900e-03,-8.00e-01,
5.027000e-03,-8.00e-01,
5.027100e-03,-8.00e-01,
5.027200e-03,-8.00e-01,
5.027300e-03,-8.00e-01,
5.027400e-03,-8.00e-01,
5.027500e-03,-8.00e-01,
5.027600e-03,-8.00e-01,
5.027700e-03,-1.60e+00,
5.027800e-03,-1.60e+00,
5.027900e-03,-1.60e+00,
5.028000e-03,-1.60e+00,
5.028100e-03,-1.60e+00,
5.028200e-03,-1.60e+00,
5.028300e-03,-1.60e+00,
5.028400e-03,-1.60e+00,
5.028500e-03,-1.60e+00,
5.028600e-03,-1.60e+00,
5.028700e-03,-1.60e+00,
5.028800e-03,-1.60e+00,
5.028900e-03,-2.00e+00,
5.029000e-03,-2.00e+00,
5.029100e-03,-2.00e+00,
5.029200e-03,-2.00e+00,
5.029300e-03,-2.00e+00,
5.029400e-03,-2.00e+00,
5.029500e-03,-2.00e+00,
5.029600e-03,-2.00e+00,
5.029700e-03,-2.00e+00,
5.029800e-03,-2.00e+00,
5.029900e-03,-2.00e+00,
5.030000e-03,-2.00e+00,
5.030100e-03,-2.80e+00,
5.030200e-03,-2.80e+00,
5.030300e-03,-2.80e+00,
5.030400e-03,-2.80e+00,
5.030500e-03,-2.80e+00,
5.030600e-03,-2.80e+00,
5.030700e-03,-2.80e+00,
5.030800e-03,-2.80e+00,
5.030900e-03,-2.80e+00,
5.031000e-03,-2.80e+00,
5.031100e-03,-2.80e+00,
5.031200e-03,-2.80e+00,
5.031300e-03,-2.80e+00,
5.031400e-03,-2.80e+00,
5.031500e-03,-3.60e+00,
5.031600e-03,-3.60e+00,
5.031700e-03,-3.60e+00,
5.031800e-03,-3.60e+00,
5.031900e-03,-3.60e+00,
5.032000e-03,-3.60e+00,
5.032100e-03,-3.60e+00,
5.032200e-03,-3.60e+00,
5.032300e-03,-3.60e+00,
5.032400e-03,-3.60e+00,
5.032500e-03,-3.60e+00,
5.032600e-03,-3.60e+00,
5.032700e-03,-3.60e+00,
5.032800e-03,-3.60e+00,
5.032900e-03,-4.40e+00,
5.033000e-03,-4.40e+00,
5.033100e-03,-4.40e+00,
5.033200e-03,-4.40e+00,
5.033300e-03,-4.40e+00,
5.033400e-03,-4.40e+00,
5.033500e-03,-4.40e+00,
5.033600e-03,-4.40e+00,
5.033700e-03,-4.40e+00,
5.033800e-03,-4.40e+00,
5.033900e-03,-4.40e+00,
5.034000e-03,-4.40e+00,
5.034100e-03,-4.40e+00,
5.034200e-03,-4.40e+00,
5.034300e-03,-4.40e+00,
5.034400e-03,-4.40e+00,
5.034500e-03,-4.40e+00,
5.034600e-03,-4.80e+00,
5.034700e-03,-4.80e+00,
5.034800e-03,-4.80e+00,
5.034900e-03,-4.80e+00,
5.035000e-03,-4.80e+00,
5.035100e-03,-4.80e+00,
5.035200e-03,-4.80e+00,
5.035300e-03,-4.80e+00,
5.035400e-03,-4.80e+00,
5.035500e-03,-4.80e+00,
5.035600e-03,-4.80e+00,
5.035700e-03,-4.80e+00,
5.035800e-03,-4.80e+00,
5.035900e-03,-4.80e+00,
5.036000e-03,-4.80e+00,
5.036100e-03,-4.80e+00,
5.036200e-03,-4.80e+00,
5.036300e-03,-5.60e+00,
5.036400e-03,-5.60e+00,
5.036500e-03,-5.60e+00,
5.036600e-03,-5.60e+00,
5.036700e-03,-5.60e+00,
5.036800e-03,-5.60e+00,
5.036900e-03,-5.60e+00,
5.037000e-03,-5.60e+00,
5.037100e-03,-5.60e+00,
5.037200e-03,-5.60e+00,
5.037300e-03,-5.60e+00,
5.037400e-03,-5.60e+00,
5.037500e-03,-5.60e+00,
5.037600e-03,-5.60e+00,
5.037700e-03,-5.60e+00,
5.037800e-03,-5.60e+00,
5.037900e-03,-5.60e+00,
5.038000e-03,-5.60e+00,
5.038100e-03,-5.60e+00,
5.038200e-03,-5.60e+00,
5.038300e-03,-6.40e+00,
5.038400e-03,-6.40e+00,
5.038500e-03,-6.40e+00,
5.038600e-03,-6.40e+00,
5.038700e-03,-6.40e+00,
5.038800e-03,-6.40e+00,
5.038900e-03,-6.40e+00,
5.039000e-03,-6.40e+00,
5.039100e-03,-6.40e+00,
5.039200e-03,-6.40e+00,
5.039300e-03,-6.40e+00,
5.039400e-03,-6.40e+00,
5.039500e-03,-6.40e+00,
5.039600e-03,-6.40e+00,
5.039700e-03,-6.40e+00,
5.039800e-03,-6.40e+00,
5.039900e-03,-6.40e+00,
5.040000e-03,-6.40e+00,
5.040100e-03,-6.40e+00,
5.040200e-03,-6.40e+00,
5.040300e-03,-6.40e+00,
5.040400e-03,-7.20e+00,
5.040500e-03,-7.20e+00,
5.040600e-03,-6.40e+00,
5.040700e-03,-7.20e+00,
5.040800e-03,-7.20e+00,
5.040900e-03,-7.20e+00,
5.041000e-03,-7.20e+00,
5.041100e-03,-7.20e+00,
5.041200e-03,-7.20e+00,
5.041300e-03,-7.20e+00,
5.041400e-03,-7.20e+00,
5.041500e-03,-7.20e+00,
5.041600e-03,-7.20e+00,
5.041700e-03,-7.20e+00,
5.041800e-03,-7.20e+00,
5.041900e-03,-7.20e+00,
5.042000e-03,-7.20e+00,
5.042100e-03,-7.20e+00,
5.042200e-03,-7.20e+00,
5.042300e-03,-7.20e+00,
5.042400e-03,-7.20e+00,
5.042500e-03,-7.20e+00,
5.042600e-03,-7.20e+00,
5.042700e-03,-7.20e+00,
5.042800e-03,-7.20e+00,
5.042900e-03,-7.20e+00,
5.043000e-03,-7.60e+00,
5.043100e-03,-7.60e+00,
5.043200e-03,-7.60e+00,
5.043300e-03,-7.60e+00,
5.043400e-03,-7.60e+00,
5.043500e-03,-7.60e+00,
5.043600e-03,-7.60e+00,
5.043700e-03,-7.60e+00,
5.043800e-03,-7.60e+00,
5.043900e-03,-7.60e+00,
5.044000e-03,-7.60e+00,
5.044100e-03,-7.60e+00,
5.044200e-03,-7.60e+00,
5.044300e-03,-7.60e+00,
5.044400e-03,-7.60e+00,
5.044500e-03,-7.60e+00,
5.044600e-03,-7.60e+00,
5.044700e-03,-7.60e+00,
5.044800e-03,-7.60e+00,
5.044900e-03,-7.60e+00,
5.045000e-03,-7.60e+00,
5.045100e-03,-7.60e+00,
5.045200e-03,-7.60e+00,
5.045300e-03,-7.60e+00,
5.045400e-03,-7.60e+00,
5.045500e-03,-7.60e+00,
5.045600e-03,-7.60e+00,
5.045700e-03,-7.60e+00,
5.045800e-03,-7.60e+00,
5.045900e-03,-7.60e+00,
5.046000e-03,-7.60e+00,
5.046100e-03,-7.60e+00,
5.046200e-03,-7.60e+00,
5.046300e-03,-8.40e+00,
5.046400e-03,-7.60e+00,
5.046500e-03,-8.40e+00,
5.046600e-03,-8.40e+00,
5.046700e-03,-8.40e+00,
5.046800e-03,-8.40e+00,
5.046900e-03,-8.40e+00,
5.047000e-03,-8.40e+00,
5.047100e-03,-8.40e+00,
5.047200e-03,-8.40e+00,
5.047300e-03,-8.40e+00,
5.047400e-03,-8.40e+00,
5.047500e-03,-8.40e+00,
5.047600e-03,-8.40e+00,
5.047700e-03,-8.40e+00,
5.047800e-03,-8.40e+00,
5.047900e-03,-8.40e+00,
5.048000e-03,-8.40e+00,
5.048100e-03,-8.40e+00,
5.048200e-03,-8.40e+00,
5.048300e-03,-8.40e+00,
5.048400e-03,-8.40e+00,
5.048500e-03,-8.40e+00,
5.048600e-03,-8.40e+00,
5.048700e-03,-8.40e+00,
5.048800e-03,-8.40e+00,
5.048900e-03,-8.40e+00,
5.049000e-03,-8.40e+00,
5.049100e-03,-8.40e+00,
5.049200e-03,-8.40e+00,
5.049300e-03,-8.40e+00,
5.049400e-03,-8.40e+00,
5.049500e-03,-8.40e+00,
5.049600e-03,-8.40e+00,
5.049700e-03,-8.40e+00,
5.049800e-03,-8.40e+00,
5.049900e-03,-8.40e+00,
5.050000e-03,-9.20e+00,
5.050100e-03,-9.20e+00,
5.050200e-03,-9.20e+00,
5.050300e-03,-9.20e+00,
5.050400e-03,-9.20e+00,
5.050500e-03,-9.20e+00,
5.050600e-03,-9.20e+00,
5.050700e-03,-9.20e+00,
5.050800e-03,-9.20e+00,
5.050900e-03,-9.20e+00,
5.051000e-03,-9.20e+00,
5.051100e-03,-9.20e+00,
5.051200e-03,-9.20e+00,
5.051300e-03,-9.20e+00,
5.051400e-03,-9.20e+00,
5.051500e-03,-9.20e+00,
5.051600e-03,-9.20e+00,
5.051700e-03,-9.20e+00,
5.051800e-03,-9.20e+00,
5.051900e-03,-9.20e+00,
5.052000e-03,-9.20e+00,
5.052100e-03,-9.20e+00,
5.052200e-03,-9.20e+00,
5.052300e-03,-9.20e+00,
5.052400e-03,-9.20e+00,
5.052500e-03,-9.20e+00,
5.052600e-03,-9.20e+00,
5.052700e-03,-9.20e+00,
5.052800e-03,-9.20e+00,
5.052900e-03,-9.20e+00,
5.053000e-03,-9.20e+00,
5.053100e-03,-9.20e+00,
5.053200e-03,-9.20e+00,
5.053300e-03,-9.20e+00,
5.053400e-03,-9.20e+00,
5.053500e-03,-9.20e+00,
5.053600e-03,-9.20e+00,
5.053700e-03,-9.20e+00,
5.053800e-03,-9.20e+00,
5.053900e-03,-9.20e+00,
5.054000e-03,-9.20e+00,
5.054100e-03,-9.20e+00,
5.054200e-03,-9.20e+00,
5.054300e-03,-9.20e+00,
5.054400e-03,-9.20e+00,
5.054500e-03,-9.20e+00,
5.054600e-03,-9.20e+00,
5.054700e-03,-9.60e+00,
5.054800e-03,-9.60e+00,
5.054900e-03,-9.20e+00,
5.055000e-03,-9.60e+00,
5.055100e-03,-9.60e+00,
5.055200e-03,-9.20e+00,
5.055300e-03,-9.20e+00,
5.055400e-03,-9.60e+00,
5.055500e-03,-9.60e+00,
5.055600e-03,-9.60e+00,
5.055700e-03,-9.60e+00,
5.055800e-03,-9.60e+00,
5.055900e-03,-9.60e+00,
5.056000e-03,-9.60e+00,
5.056100e-03,-9.60e+00,
5.056200e-03,-9.60e+00,
5.056300e-03,-9.60e+00,
5.056400e-03,-9.60e+00,
5.056500e-03,-9.60e+00,
5.056600e-03,-9.60e+00,
5.056700e-03,-9.60e+00,
5.056800e-03,-9.60e+00,
5.056900e-03,-9.60e+00,
5.057000e-03,-9.60e+00,
5.057100e-03,-9.60e+00,
5.057200e-03,-9.60e+00,
5.057300e-03,-9.60e+00,
5.057400e-03,-9.60e+00,
5.057500e-03,-9.60e+00,
5.057600e-03,-9.60e+00,
5.057700e-03,-9.60e+00,
5.057800e-03,-9.60e+00,
5.057900e-03,-9.60e+00,
5.058000e-03,-9.60e+00,
5.058100e-03,-9.60e+00,
5.058200e-03,-9.60e+00,
5.058300e-03,-9.60e+00,
5.058400e-03,-9.60e+00,
5.058500e-03,-9.60e+00,
5.058600e-03,-9.60e+00,
5.058700e-03,-9.60e+00,
5.058800e-03,-9.60e+00,
5.058900e-03,-9.60e+00,
5.059000e-03,-9.60e+00,
5.059100e-03,-9.60e+00,
5.059200e-03,-9.60e+00,
5.059300e-03,-9.60e+00,
5.059400e-03,-9.60e+00,
5.059500e-03,-9.60e+00,
5.059600e-03,-9.60e+00,
5.059700e-03,-9.60e+00,
5.059800e-03,-9.60e+00,
5.059900e-03,-9.60e+00,
5.060000e-03,-9.60e+00,
5.060100e-03,-9.60e+00,
5.060200e-03,-9.60e+00,
5.060300e-03,-9.60e+00,
5.060400e-03,-9.60e+00,
5.060500e-03,-9.60e+00,
5.060600e-03,-9.60e+00,
5.060700e-03,-9.60e+00,
5.060800e-03,-9.60e+00,
5.060900e-03,-9.60e+00,
5.061000e-03,-9.60e+00,
5.061100e-03,-9.60e+00,
5.061200e-03,-9.60e+00,
5.061300e-03,-9.60e+00,
5.061400e-03,-9.60e+00,
5.061500e-03,-9.60e+00,
5.061600e-03,-9.60e+00,
5.061700e-03,-9.60e+00,
5.061800e-03,-9.60e+00,
5.061900e-03,-9.60e+00,
5.062000e-03,-9.60e+00,
5.062100e-03,-9.60e+00,
5.062200e-03,-9.60e+00,
5.062300e-03,-9.60e+00,
5.062400e-03,-9.60e+00,
5.062500e-03,-9.60e+00,
5.062600e-03,-9.60e+00,
5.062700e-03,-9.60e+00,
5.062800e-03,-9.60e+00,
5.062900e-03,-1.04e+01,
5.063000e-03,-9.60e+00,
5.063100e-03,-9.60e+00,
5.063200e-03,-9.60e+00,
5.063300e-03,-9.60e+00,
5.063400e-03,-9.60e+00,
5.063500e-03,-9.60e+00,
5.063600e-03,-1.04e+01,
5.063700e-03,-1.04e+01,
5.063800e-03,-1.04e+01,
5.063900e-03,-1.04e+01,
5.064000e-03,-9.60e+00,
5.064100e-03,-1.04e+01,
5.064200e-03,-1.04e+01,
5.064300e-03,-1.04e+01,
5.064400e-03,-1.04e+01,
5.064500e-03,-1.04e+01,
5.064600e-03,-1.04e+01,
5.064700e-03,-1.04e+01,
5.064800e-03,-1.04e+01,
5.064900e-03,-1.04e+01,
5.065000e-03,-1.04e+01,
5.065100e-03,-1.04e+01,
5.065200e-03,-1.04e+01,
5.065300e-03,-1.04e+01,
5.065400e-03,-1.04e+01,
5.065500e-03,-1.04e+01,
5.065600e-03,-1.04e+01,
5.065700e-03,-1.04e+01,
5.065800e-03,-1.04e+01,
5.065900e-03,-1.04e+01,
5.066000e-03,-1.04e+01,
5.066100e-03,-1.04e+01,
5.066200e-03,-1.04e+01,
5.066300e-03,-1.04e+01,
5.066400e-03,-1.04e+01,
5.066500e-03,-1.04e+01,
5.066600e-03,-1.04e+01,
5.066700e-03,-1.04e+01,
5.066800e-03,-1.04e+01,
5.066900e-03,-1.04e+01,
5.067000e-03,-1.04e+01,
5.067100e-03,-1.04e+01,
5.067200e-03,-1.04e+01,
5.067300e-03,-1.04e+01,
5.067400e-03,-1.04e+01,
5.067500e-03,-1.04e+01,
5.067600e-03,-1.04e+01,
5.067700e-03,-1.04e+01,
5.067800e-03,-1.04e+01,
5.067900e-03,-1.04e+01,
5.068000e-03,-1.04e+01,
5.068100e-03,-1.04e+01,
5.068200e-03,-1.04e+01,
5.068300e-03,-1.04e+01,
5.068400e-03,-1.04e+01,
5.068500e-03,-1.04e+01,
5.068600e-03,-1.04e+01,
5.068700e-03,-1.04e+01,
5.068800e-03,-1.04e+01,
5.068900e-03,-1.04e+01,
5.069000e-03,-1.04e+01,
5.069100e-03,-1.04e+01,
5.069200e-03,-1.04e+01,
5.069300e-03,-1.04e+01,
5.069400e-03,-1.04e+01,
5.069500e-03,-1.04e+01,
5.069600e-03,-1.04e+01,
5.069700e-03,-1.04e+01,
5.069800e-03,-1.04e+01,
5.069900e-03,-1.04e+01,
5.070000e-03,-1.04e+01,
5.070100e-03,-1.04e+01,
5.070200e-03,-1.04e+01,
5.070300e-03,-1.04e+01,
5.070400e-03,-1.04e+01,
5.070500e-03,-1.04e+01,
5.070600e-03,-1.04e+01,
5.070700e-03,-1.04e+01,
5.070800e-03,-1.04e+01,
5.070900e-03,-1.04e+01,
5.071000e-03,-1.04e+01,
5.071100e-03,-1.04e+01,
5.071200e-03,-1.04e+01,
5.071300e-03,-1.04e+01,
5.071400e-03,-1.04e+01,
5.071500e-03,-1.04e+01,
5.071600e-03,-1.04e+01,
5.071700e-03,-1.04e+01,
5.071800e-03,-1.04e+01,
5.071900e-03,-1.04e+01,
5.072000e-03,-1.04e+01,
5.072100e-03,-1.04e+01,
5.072200e-03,-1.04e+01,
5.072300e-03,-1.04e+01,
5.072400e-03,-1.04e+01,
5.072500e-03,-1.04e+01,
5.072600e-03,-1.04e+01,
5.072700e-03,-1.04e+01,
5.072800e-03,-1.04e+01,
5.072900e-03,-1.04e+01,
5.073000e-03,-1.04e+01,
5.073100e-03,-1.04e+01,
5.073200e-03,-1.04e+01,
5.073300e-03,-1.04e+01,
5.073400e-03,-1.04e+01,
5.073500e-03,-1.04e+01,
5.073600e-03,-1.04e+01,
5.073700e-03,-1.04e+01,
5.073800e-03,-1.04e+01,
5.073900e-03,-1.04e+01,
5.074000e-03,-1.04e+01,
5.074100e-03,-1.04e+01,
5.074200e-03,-1.04e+01,
5.074300e-03,-1.04e+01,
5.074400e-03,-1.04e+01,
5.074500e-03,-1.04e+01,
5.074600e-03,-1.04e+01,
5.074700e-03,-1.04e+01,
5.074800e-03,-1.04e+01,
