Format,1.0B,
Memory Length,10000,
IntpDistance,0,
Trigger Address,-45001,
Trigger Level,0.000E+00,
Source,CH1,
Vertical Units,V,
Vertical Units Div,0,
Vertical Units Extend Div,16,
Label, ,
Probe Type,0,
Probe Ratio,1.000E+00,
Vertical Scale,1.000E+01,
Vertical Position,8.000E-01,
Horizontal Units,S,
Horizontal Scale,1.000E-04,
Horizontal Position,5.000E-03,
Horizontal Mode,Main,
SincET Mode,Real Time,
Sampling Period,1.000E-07,
Horizontal Old Scale,1.000E-04,
Horizontal Old Position,5.000E-03,
Firmware,V1.24,
Mode,Detail,
Waveform Data,
4.574000e-03,9.60e+00,
4.574100e-03,9.60e+00,
4.574200e-03,9.60e+00,
4.574300e-03,9.60e+00,
4.574400e-03,9.60e+00,
4.574500e-03,9.60e+00,
4.574600e-03,9.60e+00,
4.574700e-03,9.60e+00,
4.574800e-03,9.60e+00,
4.574900e-03,9.60e+00,
4.575000e-03,9.60e+00,
4.575100e-03,9.60e+00,
4.575200e-03,9.60e+00,
4.575300e-03,9.60e+00,
4.575400e-03,9.60e+00,
4.575500e-03,9.60e+00,
4.575600e-03,9.60e+00,
4.575700e-03,9.60e+00,
4.575800e-03,9.60e+00,
4.575900e-03,9.60e+00,
4.576000e-03,9.60e+00,
4.576100e-03,9.60e+00,
4.576200e-03,9.60e+00,
4.576300e-03,9.60e+00,
4.576400e-03,9.60e+00,
4.576500e-03,9.60e+00,
4.576600e-03,9.60e+00,
4.576700e-03,9.60e+00,
4.576800e-03,9.60e+00,
4.576900e-03,9.60e+00,
4.577000e-03,9.60e+00,
4.577100e-03,9.60e+00,
4.577200e-03,9.60e+00,
4.577300e-03,9.60e+00,
4.577400e-03,9.60e+00,
4.577500e-03,9.60e+00,
4.577600e-03,9.60e+00,
4.577700e-03,9.60e+00,
4.577800e-03,9.60e+00,
4.577900e-03,9.60e+00,
4.578000e-03,9.60e+00,
4.578100e-03,9.60e+00,
4.578200e-03,9.60e+00,
4.578300e-03,9.60e+00,
4.578400e-03,9.60e+00,
4.578500e-03,9.60e+00,
4.578600e-03,9.60e+00,
4.578700e-03,9.60e+00,
4.578800e-03,9.60e+00,
4.578900e-03,9.60e+00,
4.579000e-03,9.60e+00,
4.579100e-03,9.60e+00,
4.579200e-03,9.60e+00,
4.579300e-03,9.60e+00,
4.579400e-03,9.60e+00,
4.579500e-03,9.60e+00,
4.579600e-03,9.60e+00,
4.579700e-03,9.60e+00,
4.579800e-03,9.60e+00,
4.579900e-03,9.60e+00,
4.580000e-03,9.60e+00,
4.580100e-03,9.60e+00,
4.580200e-03,9.60e+00,
4.580300e-03,9.60e+00,
4.580400e-03,9.60e+00,
4.580500e-03,9.60e+00,
4.580600e-03,9.60e+00,
4.580700e-03,9.60e+00,
4.580800e-03,9.60e+00,
4.580900e-03,9.60e+00,
4.581000e-03,9.60e+00,
4.581100e-03,9.60e+00,
4.581200e-03,9.60e+00,
4.581300e-03,9.60e+00,
4.581400e-03,9.60e+00,
4.581500e-03,9.60e+00,
4.581600e-03,9.60e+00,
4.581700e-03,9.60e+00,
4.581800e-03,9.60e+00,
4.581900e-03,9.60e+00,
4.582000e-03,9.60e+00,
4.582100e-03,9.60e+00,
4.582200e-03,9.60e+00,
4.582300e-03,9.60e+00,
4.582400e-03,9.60e+00,
4.582500e-03,9.60e+00,
4.582600e-03,9.60e+00,
4.582700e-03,9.60e+00,
4.582800e-03,9.60e+00,
4.582900e-03,9.60e+00,
4.583000e-03,9.60e+00,
4.583100e-03,9.60e+00,
4.583200e-03,9.60e+00,
4.583300e-03,9.60e+00,
4.583400e-03,9.60e+00,
4.583500e-03,9.60e+00,
4.583600e-03,9.60e+00,
4.583700e-03,9.60e+00,
4.583800e-03,9.60e+00,
4.583900e-03,9.60e+00,
4.584000e-03,9.60e+00,
4.584100e-03,9.60e+00,
4.584200e-03,9.60e+00,
4.584300e-03,9.60e+00,
4.584400e-03,9.60e+00,
4.584500e-03,9.60e+00,
4.584600e-03,9.60e+00,
4.584700e-03,9.60e+00,
4.584800e-03,9.60e+00,
4.584900e-03,9.60e+00,
4.585000e-03,9.60e+00,
4.585100e-03,9.60e+00,
4.585200e-03,9.60e+00,
4.585300e-03,9.60e+00,
4.585400e-03,9.60e+00,
4.585500e-03,9.60e+00,
4.585600e-03,9.60e+00,
4.585700e-03,9.60e+00,
4.585800e-03,9.60e+00,
4.585900e-03,9.60e+00,
4.586000e-03,9.60e+00,
4.586100e-03,9.60e+00,
4.586200e-03,9.60e+00,
4.586300e-03,9.60e+00,
4.586400e-03,9.60e+00,
4.586500e-03,9.60e+00,
4.586600e-03,9.60e+00,
4.586700e-03,9.60e+00,
4.586800e-03,9.60e+00,
4.586900e-03,9.60e+00,
4.587000e-03,9.60e+00,
4.587100e-03,9.60e+00,
4.587200e-03,9.60e+00,
4.587300e-03,9.60e+00,
4.587400e-03,9.60e+00,
4.587500e-03,9.60e+00,
4.587600e-03,9.60e+00,
4.587700e-03,9.60e+00,
4.587800e-03,9.60e+00,
4.587900e-03,9.60e+00,
4.588000e-03,9.60e+00,
4.588100e-03,9.60e+00,
4.588200e-03,9.60e+00,
4.588300e-03,9.60e+00,
4.588400e-03,9.60e+00,
4.588500e-03,9.60e+00,
4.588600e-03,9.60e+00,
4.588700e-03,9.60e+00,
4.588800e-03,9.60e+00,
4.588900e-03,9.60e+00,
4.589000e-03,9.60e+00,
4.589100e-03,9.60e+00,
4.589200e-03,9.60e+00,
4.589300e-03,9.60e+00,
4.589400e-03,9.60e+00,
4.589500e-03,9.60e+00,
4.589600e-03,9.60e+00,
4.589700e-03,9.60e+00,
4.589800e-03,9.60e+00,
4.589900e-03,9.60e+00,
4.590000e-03,9.60e+00,
4.590100e-03,9.60e+00,
4.590200e-03,9.60e+00,
4.590300e-03,9.60e+00,
4.590400e-03,9.60e+00,
4.590500e-03,9.60e+00,
4.590600e-03,9.60e+00,
4.590700e-03,9.60e+00,
4.590800e-03,9.60e+00,
4.590900e-03,9.60e+00,
4.591000e-03,9.60e+00,
4.591100e-03,9.60e+00,
4.591200e-03,9.60e+00,
4.591300e-03,9.60e+00,
4.591400e-03,9.60e+00,
4.591500e-03,9.60e+00,
4.591600e-03,9.60e+00,
4.591700e-03,9.60e+00,
4.591800e-03,9.60e+00,
4.591900e-03,9.60e+00,
4.592000e-03,9.60e+00,
4.592100e-03,9.60e+00,
4.592200e-03,9.60e+00,
4.592300e-03,9.60e+00,
4.592400e-03,9.60e+00,
4.592500e-03,9.60e+00,
4.592600e-03,9.60e+00,
4.592700e-03,9.60e+00,
4.592800e-03,9.60e+00,
4.592900e-03,9.60e+00,
4.593000e-03,9.60e+00,
4.593100e-03,9.60e+00,
4.593200e-03,9.60e+00,
4.593300e-03,9.60e+00,
4.593400e-03,9.60e+00,
4.593500e-03,9.60e+00,
4.593600e-03,9.60e+00,
4.593700e-03,9.60e+00,
4.593800e-03,9.60e+00,
4.593900e-03,9.60e+00,
4.594000e-03,9.60e+00,
4.594100e-03,9.60e+00,
4.594200e-03,9.60e+00,
4.594300e-03,9.60e+00,
4.594400e-03,9.60e+00,
4.594500e-03,9.60e+00,
4.594600e-03,9.60e+00,
4.594700e-03,9.60e+00,
4.594800e-03,9.60e+00,
4.594900e-03,9.60e+00,
4.595000e-03,9.60e+00,
4.595100e-03,9.60e+00,
4.595200e-03,9.60e+00,
4.595300e-03,9.60e+00,
4.595400e-03,9.60e+00,
4.595500e-03,9.60e+00,
4.595600e-03,9.60e+00,
4.595700e-03,9.60e+00,
4.595800e-03,9.60e+00,
4.595900e-03,9.60e+00,
4.596000e-03,9.60e+00,
4.596100e-03,9.60e+00,
4.596200e-03,9.60e+00,
4.596300e-03,9.60e+00,
4.596400e-03,9.60e+00,
4.596500e-03,9.60e+00,
4.596600e-03,9.60e+00,
4.596700e-03,9.60e+00,
4.596800e-03,9.60e+00,
4.596900e-03,9.60e+00,
4.597000e-03,9.60e+00,
4.597100e-03,9.60e+00,
4.597200e-03,9.60e+00,
4.597300e-03,9.60e+00,
4.597400e-03,9.60e+00,
4.597500e-03,9.60e+00,
4.597600e-03,9.60e+00,
4.597700e-03,9.60e+00,
4.597800e-03,9.60e+00,
4.597900e-03,9.60e+00,
4.598000e-03,9.60e+00,
4.598100e-03,9.60e+00,
4.598200e-03,9.60e+00,
4.598300e-03,9.60e+00,
4.598400e-03,9.60e+00,
4.598500e-03,9.60e+00,
4.598600e-03,9.60e+00,
4.598700e-03,9.60e+00,
4.598800e-03,9.60e+00,
4.598900e-03,9.60e+00,
4.599000e-03,9.60e+00,
4.599100e-03,9.60e+00,
4.599200e-03,9.60e+00,
4.599300e-03,9.60e+00,
4.599400e-03,9.60e+00,
4.599500e-03,9.60e+00,
4.599600e-03,9.60e+00,
4.599700e-03,9.60e+00,
4.599800e-03,9.60e+00,
4.599900e-03,9.60e+00,
4.600000e-03,9.60e+00,
4.600100e-03,9.60e+00,
4.600200e-03,9.60e+00,
4.600300e-03,9.60e+00,
4.600400e-03,9.60e+00,
4.600500e-03,9.60e+00,
4.600600e-03,9.60e+00,
4.600700e-03,9.60e+00,
4.600800e-03,9.60e+00,
4.600900e-03,9.60e+00,
4.601000e-03,9.60e+00,
4.601100e-03,9.60e+00,
4.601200e-03,9.60e+00,
4.601300e-03,9.60e+00,
4.601400e-03,9.60e+00,
4.601500e-03,9.60e+00,
4.601600e-03,9.60e+00,
4.601700e-03,9.60e+00,
4.601800e-03,9.60e+00,
4.601900e-03,9.60e+00,
4.602000e-03,9.60e+00,
4.602100e-03,9.60e+00,
4.602200e-03,9.60e+00,
4.602300e-03,9.60e+00,
4.602400e-03,9.60e+00,
4.602500e-03,9.60e+00,
4.602600e-03,9.60e+00,
4.602700e-03,9.60e+00,
4.602800e-03,9.60e+00,
4.602900e-03,9.60e+00,
4.603000e-03,9.60e+00,
4.603100e-03,9.60e+00,
4.603200e-03,9.60e+00,
4.603300e-03,9.60e+00,
4.603400e-03,9.60e+00,
4.603500e-03,9.60e+00,
4.603600e-03,9.60e+00,
4.603700e-03,9.60e+00,
4.603800e-03,9.60e+00,
4.603900e-03,9.60e+00,
4.604000e-03,9.60e+00,
4.604100e-03,9.60e+00,
4.604200e-03,9.60e+00,
4.604300e-03,9.60e+00,
4.604400e-03,9.60e+00,
4.604500e-03,9.60e+00,
4.604600e-03,9.60e+00,
4.604700e-03,9.60e+00,
4.604800e-03,9.60e+00,
4.604900e-03,9.60e+00,
4.605000e-03,9.60e+00,
4.605100e-03,9.60e+00,
4.605200e-03,9.60e+00,
4.605300e-03,9.60e+00,
4.605400e-03,9.60e+00,
4.605500e-03,9.60e+00,
4.605600e-03,9.60e+00,
4.605700e-03,9.60e+00,
4.605800e-03,9.60e+00,
4.605900e-03,9.60e+00,
4.606000e-03,9.60e+00,
4.606100e-03,9.60e+00,
4.606200e-03,9.60e+00,
4.606300e-03,9.60e+00,
4.606400e-03,9.60e+00,
4.606500e-03,9.60e+00,
4.606600e-03,9.60e+00,
4.606700e-03,9.60e+00,
4.606800e-03,9.60e+00,
4.606900e-03,9.60e+00,
4.607000e-03,9.60e+00,
4.607100e-03,9.60e+00,
4.607200e-03,9.60e+00,
4.607300e-03,9.60e+00,
4.607400e-03,9.60e+00,
4.607500e-03,9.60e+00,
4.607600e-03,9.60e+00,
4.607700e-03,9.60e+00,
4.607800e-03,9.60e+00,
4.607900e-03,9.60e+00,
4.608000e-03,9.60e+00,
4.608100e-03,9.60e+00,
4.608200e-03,9.60e+00,
4.608300e-03,9.60e+00,
4.608400e-03,9.60e+00,
4.608500e-03,9.60e+00,
4.608600e-03,9.60e+00,
4.608700e-03,9.60e+00,
4.608800e-03,9.60e+00,
4.608900e-03,9.60e+00,
4.609000e-03,9.60e+00,
4.609100e-03,9.60e+00,
4.609200e-03,9.60e+00,
4.609300e-03,9.60e+00,
4.609400e-03,9.60e+00,
4.609500e-03,9.60e+00,
4.609600e-03,9.60e+00,
4.609700e-03,9.60e+00,
4.609800e-03,9.60e+00,
4.609900e-03,9.60e+00,
4.610000e-03,9.60e+00,
4.610100e-03,9.60e+00,
4.610200e-03,9.60e+00,
4.610300e-03,9.60e+00,
4.610400e-03,9.60e+00,
4.610500e-03,9.60e+00,
4.610600e-03,9.60e+00,
4.610700e-03,9.60e+00,
4.610800e-03,9.60e+00,
4.610900e-03,9.60e+00,
4.611000e-03,9.60e+00,
4.611100e-03,9.60e+00,
4.611200e-03,9.60e+00,
4.611300e-03,9.60e+00,
4.611400e-03,9.60e+00,
4.611500e-03,9.60e+00,
4.611600e-03,9.60e+00,
4.611700e-03,9.60e+00,
4.611800e-03,9.60e+00,
4.611900e-03,9.60e+00,
4.612000e-03,9.60e+00,
4.612100e-03,9.60e+00,
4.612200e-03,9.60e+00,
4.612300e-03,9.60e+00,
4.612400e-03,9.60e+00,
4.612500e-03,9.60e+00,
4.612600e-03,9.60e+00,
4.612700e-03,9.60e+00,
4.612800e-03,9.60e+00,
4.612900e-03,9.60e+00,
4.613000e-03,9.60e+00,
4.613100e-03,9.60e+00,
4.613200e-03,9.60e+00,
4.613300e-03,9.60e+00,
4.613400e-03,9.60e+00,
4.613500e-03,9.60e+00,
4.613600e-03,9.60e+00,
4.613700e-03,9.60e+00,
4.613800e-03,9.60e+00,
4.613900e-03,9.60e+00,
4.614000e-03,9.60e+00,
4.614100e-03,9.60e+00,
4.614200e-03,9.60e+00,
4.614300e-03,9.60e+00,
4.614400e-03,9.60e+00,
4.614500e-03,9.60e+00,
4.614600e-03,9.60e+00,
4.614700e-03,9.60e+00,
4.614800e-03,9.60e+00,
4.614900e-03,9.60e+00,
4.615000e-03,9.60e+00,
4.615100e-03,9.60e+00,
4.615200e-03,9.60e+00,
4.615300e-03,9.60e+00,
4.615400e-03,9.60e+00,
4.615500e-03,9.60e+00,
4.615600e-03,9.60e+00,
4.615700e-03,9.60e+00,
4.615800e-03,9.60e+00,
4.615900e-03,9.60e+00,
4.616000e-03,9.60e+00,
4.616100e-03,9.60e+00,
4.616200e-03,9.60e+00,
4.616300e-03,9.60e+00,
4.616400e-03,9.60e+00,
4.616500e-03,9.60e+00,
4.616600e-03,9.60e+00,
4.616700e-03,9.60e+00,
4.616800e-03,9.60e+00,
4.616900e-03,9.60e+00,
4.617000e-03,9.60e+00,
4.617100e-03,9.60e+00,
4.617200e-03,9.60e+00,
4.617300e-03,9.60e+00,
4.617400e-03,9.60e+00,
4.617500e-03,9.60e+00,
4.617600e-03,9.60e+00,
4.617700e-03,9.60e+00,
4.617800e-03,9.60e+00,
4.617900e-03,9.60e+00,
4.618000e-03,9.60e+00,
4.618100e-03,9.60e+00,
4.618200e-03,9.60e+00,
4.618300e-03,9.60e+00,
4.618400e-03,9.60e+00,
4.618500e-03,9.60e+00,
4.618600e-03,9.60e+00,
4.618700e-03,9.60e+00,
4.618800e-03,9.60e+00,
4.618900e-03,9.60e+00,
4.619000e-03,9.60e+00,
4.619100e-03,9.60e+00,
4.619200e-03,9.60e+00,
4.619300e-03,9.60e+00,
4.619400e-03,9.60e+00,
4.619500e-03,9.60e+00,
4.619600e-03,9.60e+00,
4.619700e-03,9.60e+00,
4.619800e-03,9.60e+00,
4.619900e-03,9.60e+00,
4.620000e-03,9.60e+00,
4.620100e-03,9.60e+00,
4.620200e-03,9.60e+00,
4.620300e-03,9.60e+00,
4.620400e-03,9.60e+00,
4.620500e-03,9.60e+00,
4.620600e-03,9.60e+00,
4.620700e-03,9.60e+00,
4.620800e-03,9.60e+00,
4.620900e-03,9.60e+00,
4.621000e-03,9.60e+00,
4.621100e-03,9.60e+00,
4.621200e-03,9.60e+00,
4.621300e-03,9.60e+00,
4.621400e-03,9.60e+00,
4.621500e-03,9.60e+00,
4.621600e-03,9.60e+00,
4.621700e-03,9.60e+00,
4.621800e-03,9.60e+00,
4.621900e-03,9.60e+00,
4.622000e-03,9.60e+00,
4.622100e-03,9.60e+00,
4.622200e-03,9.60e+00,
4.622300e-03,9.60e+00,
4.622400e-03,9.60e+00,
4.622500e-03,9.60e+00,
4.622600e-03,9.60e+00,
4.622700e-03,9.60e+00,
4.622800e-03,9.60e+00,
4.622900e-03,9.60e+00,
4.623000e-03,9.60e+00,
4.623100e-03,9.60e+00,
4.623200e-03,9.60e+00,
4.623300e-03,9.60e+00,
4.623400e-03,9.60e+00,
4.623500e-03,9.60e+00,
4.623600e-03,9.60e+00,
4.623700e-03,9.60e+00,
4.623800e-03,9.60e+00,
4.623900e-03,9.60e+00,
4.624000e-03,9.60e+00,
4.624100e-03,9.60e+00,
4.624200e-03,9.60e+00,
4.624300e-03,9.60e+00,
4.624400e-03,9.60e+00,
4.624500e-03,9.60e+00,
4.624600e-03,9.60e+00,
4.624700e-03,9.60e+00,
4.624800e-03,9.60e+00,
4.624900e-03,9.60e+00,
4.625000e-03,9.60e+00,
4.625100e-03,9.60e+00,
4.625200e-03,9.60e+00,
4.625300e-03,9.60e+00,
4.625400e-03,9.60e+00,
4.625500e-03,9.60e+00,
4.625600e-03,9.60e+00,
4.625700e-03,9.60e+00,
4.625800e-03,9.60e+00,
4.625900e-03,9.60e+00,
4.626000e-03,9.60e+00,
4.626100e-03,9.60e+00,
4.626200e-03,9.60e+00,
4.626300e-03,9.60e+00,
4.626400e-03,9.60e+00,
4.626500e-03,9.60e+00,
4.626600e-03,9.60e+00,
4.626700e-03,9.60e+00,
4.626800e-03,9.60e+00,
4.626900e-03,9.60e+00,
4.627000e-03,9.60e+00,
4.627100e-03,9.60e+00,
4.627200e-03,9.60e+00,
4.627300e-03,9.60e+00,
4.627400e-03,9.60e+00,
4.627500e-03,9.60e+00,
4.627600e-03,9.60e+00,
4.627700e-03,9.60e+00,
4.627800e-03,9.60e+00,
4.627900e-03,9.60e+00,
4.628000e-03,9.60e+00,
4.628100e-03,9.60e+00,
4.628200e-03,9.60e+00,
4.628300e-03,9.60e+00,
4.628400e-03,9.60e+00,
4.628500e-03,9.60e+00,
4.628600e-03,9.60e+00,
4.628700e-03,9.60e+00,
4.628800e-03,9.60e+00,
4.628900e-03,9.60e+00,
4.629000e-03,9.60e+00,
4.629100e-03,9.60e+00,
4.629200e-03,9.60e+00,
4.629300e-03,9.60e+00,
4.629400e-03,9.60e+00,
4.629500e-03,9.60e+00,
4.629600e-03,9.60e+00,
4.629700e-03,9.60e+00,
4.629800e-03,9.60e+00,
4.629900e-03,9.60e+00,
4.630000e-03,9.60e+00,
4.630100e-03,9.60e+00,
4.630200e-03,9.60e+00,
4.630300e-03,9.60e+00,
4.630400e-03,9.60e+00,
4.630500e-03,9.60e+00,
4.630600e-03,9.60e+00,
4.630700e-03,9.60e+00,
4.630800e-03,9.60e+00,
4.630900e-03,9.60e+00,
4.631000e-03,9.60e+00,
4.631100e-03,9.60e+00,
4.631200e-03,9.60e+00,
4.631300e-03,9.60e+00,
4.631400e-03,9.60e+00,
4.631500e-03,9.60e+00,
4.631600e-03,9.60e+00,
4.631700e-03,9.60e+00,
4.631800e-03,9.60e+00,
4.631900e-03,9.60e+00,
4.632000e-03,9.60e+00,
4.632100e-03,9.60e+00,
4.632200e-03,9.60e+00,
4.632300e-03,9.60e+00,
4.632400e-03,9.60e+00,
4.632500e-03,9.60e+00,
4.632600e-03,9.60e+00,
4.632700e-03,9.60e+00,
4.632800e-03,9.60e+00,
4.632900e-03,9.60e+00,
4.633000e-03,9.60e+00,
4.633100e-03,9.60e+00,
4.633200e-03,9.60e+00,
4.633300e-03,9.60e+00,
4.633400e-03,9.60e+00,
4.633500e-03,9.60e+00,
4.633600e-03,9.60e+00,
4.633700e-03,9.60e+00,
4.633800e-03,9.60e+00,
4.633900e-03,9.60e+00,
4.634000e-03,9.60e+00,
4.634100e-03,9.60e+00,
4.634200e-03,9.60e+00,
4.634300e-03,9.60e+00,
4.634400e-03,9.60e+00,
4.634500e-03,9.60e+00,
4.634600e-03,9.60e+00,
4.634700e-03,9.60e+00,
4.634800e-03,9.60e+00,
4.634900e-03,9.60e+00,
4.635000e-03,9.60e+00,
4.635100e-03,9.60e+00,
4.635200e-03,9.60e+00,
4.635300e-03,9.60e+00,
4.635400e-03,9.60e+00,
4.635500e-03,9.60e+00,
4.635600e-03,9.60e+00,
4.635700e-03,9.60e+00,
4.635800e-03,9.60e+00,
4.635900e-03,9.60e+00,
4.636000e-03,9.60e+00,
4.636100e-03,9.60e+00,
4.636200e-03,9.60e+00,
4.636300e-03,9.60e+00,
4.636400e-03,9.60e+00,
4.636500e-03,9.60e+00,
4.636600e-03,9.60e+00,
4.636700e-03,9.60e+00,
4.636800e-03,9.60e+00,
4.636900e-03,9.60e+00,
4.637000e-03,9.60e+00,
4.637100e-03,9.60e+00,
4.637200e-03,9.60e+00,
4.637300e-03,9.60e+00,
4.637400e-03,9.60e+00,
4.637500e-03,9.60e+00,
4.637600e-03,9.60e+00,
4.637700e-03,9.60e+00,
4.637800e-03,9.60e+00,
4.637900e-03,9.60e+00,
4.638000e-03,9.60e+00,
4.638100e-03,9.60e+00,
4.638200e-03,9.60e+00,
4.638300e-03,9.60e+00,
4.638400e-03,9.60e+00,
4.638500e-03,9.60e+00,
4.638600e-03,9.60e+00,
4.638700e-03,9.60e+00,
4.638800e-03,9.60e+00,
4.638900e-03,9.60e+00,
4.639000e-03,9.60e+00,
4.639100e-03,9.60e+00,
4.639200e-03,9.60e+00,
4.639300e-03,9.60e+00,
4.639400e-03,9.60e+00,
4.639500e-03,9.60e+00,
4.639600e-03,9.60e+00,
4.639700e-03,9.60e+00,
4.639800e-03,9.60e+00,
4.639900e-03,9.60e+00,
4.640000e-03,9.60e+00,
4.640100e-03,9.60e+00,
4.640200e-03,9.60e+00,
4.640300e-03,9.60e+00,
4.640400e-03,9.60e+00,
4.640500e-03,9.60e+00,
4.640600e-03,9.60e+00,
4.640700e-03,9.60e+00,
4.640800e-03,9.60e+00,
4.640900e-03,9.60e+00,
4.641000e-03,9.60e+00,
4.641100e-03,9.60e+00,
4.641200e-03,9.60e+00,
4.641300e-03,9.60e+00,
4.641400e-03,9.60e+00,
4.641500e-03,9.60e+00,
4.641600e-03,9.60e+00,
4.641700e-03,9.60e+00,
4.641800e-03,9.60e+00,
4.641900e-03,9.60e+00,
4.642000e-03,9.60e+00,
4.642100e-03,9.60e+00,
4.642200e-03,9.60e+00,
4.642300e-03,9.60e+00,
4.642400e-03,9.60e+00,
4.642500e-03,9.60e+00,
4.642600e-03,9.60e+00,
4.642700e-03,9.60e+00,
4.642800e-03,9.60e+00,
4.642900e-03,9.60e+00,
4.643000e-03,9.60e+00,
4.643100e-03,9.60e+00,
4.643200e-03,9.60e+00,
4.643300e-03,9.60e+00,
4.643400e-03,9.60e+00,
4.643500e-03,9.60e+00,
4.643600e-03,9.60e+00,
4.643700e-03,9.60e+00,
4.643800e-03,9.60e+00,
4.643900e-03,9.60e+00,
4.644000e-03,9.60e+00,
4.644100e-03,9.60e+00,
4.644200e-03,9.60e+00,
4.644300e-03,9.60e+00,
4.644400e-03,9.60e+00,
4.644500e-03,9.60e+00,
4.644600e-03,9.60e+00,
4.644700e-03,9.60e+00,
4.644800e-03,9.60e+00,
4.644900e-03,9.60e+00,
4.645000e-03,9.60e+00,
4.645100e-03,9.60e+00,
4.645200e-03,9.60e+00,
4.645300e-03,9.60e+00,
4.645400e-03,9.60e+00,
4.645500e-03,9.60e+00,
4.645600e-03,9.60e+00,
4.645700e-03,9.60e+00,
4.645800e-03,9.60e+00,
4.645900e-03,9.60e+00,
4.646000e-03,9.60e+00,
4.646100e-03,9.60e+00,
4.646200e-03,9.60e+00,
4.646300e-03,9.60e+00,
4.646400e-03,9.60e+00,
4.646500e-03,9.60e+00,
4.646600e-03,9.60e+00,
4.646700e-03,9.60e+00,
4.646800e-03,9.60e+00,
4.646900e-03,9.60e+00,
4.647000e-03,9.60e+00,
4.647100e-03,9.60e+00,
4.647200e-03,9.60e+00,
4.647300e-03,9.60e+00,
4.647400e-03,9.60e+00,
4.647500e-03,9.60e+00,
4.647600e-03,9.60e+00,
4.647700e-03,9.60e+00,
4.647800e-03,9.60e+00,
4.647900e-03,9.60e+00,
4.648000e-03,9.60e+00,
4.648100e-03,9.60e+00,
4.648200e-03,9.60e+00,
4.648300e-03,9.60e+00,
4.648400e-03,9.60e+00,
4.648500e-03,9.60e+00,
4.648600e-03,9.60e+00,
4.648700e-03,9.60e+00,
4.648800e-03,9.60e+00,
4.648900e-03,9.60e+00,
4.649000e-03,9.60e+00,
4.649100e-03,9.60e+00,
4.649200e-03,9.60e+00,
4.649300e-03,9.60e+00,
4.649400e-03,9.60e+00,
4.649500e-03,9.60e+00,
4.649600e-03,9.60e+00,
4.649700e-03,9.60e+00,
4.649800e-03,9.60e+00,
4.649900e-03,9.60e+00,
4.650000e-03,9.60e+00,
4.650100e-03,9.60e+00,
4.650200e-03,9.60e+00,
4.650300e-03,9.60e+00,
4.650400e-03,9.60e+00,
4.650500e-03,9.60e+00,
4.650600e-03,9.60e+00,
4.650700e-03,9.60e+00,
4.650800e-03,9.60e+00,
4.650900e-03,9.60e+00,
4.651000e-03,9.60e+00,
4.651100e-03,9.60e+00,
4.651200e-03,9.60e+00,
4.651300e-03,9.60e+00,
4.651400e-03,9.60e+00,
4.651500e-03,9.60e+00,
4.651600e-03,9.60e+00,
4.651700e-03,9.60e+00,
4.651800e-03,9.60e+00,
4.651900e-03,9.60e+00,
4.652000e-03,9.60e+00,
4.652100e-03,9.60e+00,
4.652200e-03,9.60e+00,
4.652300e-03,9.60e+00,
4.652400e-03,9.60e+00,
4.652500e-03,9.60e+00,
4.652600e-03,9.60e+00,
4.652700e-03,9.60e+00,
4.652800e-03,9.60e+00,
4.652900e-03,9.60e+00,
4.653000e-03,9.60e+00,
4.653100e-03,9.60e+00,
4.653200e-03,9.60e+00,
4.653300e-03,9.60e+00,
4.653400e-03,9.60e+00,
4.653500e-03,9.60e+00,
4.653600e-03,9.60e+00,
4.653700e-03,9.60e+00,
4.653800e-03,9.60e+00,
4.653900e-03,9.60e+00,
4.654000e-03,9.60e+00,
4.654100e-03,9.60e+00,
4.654200e-03,9.60e+00,
4.654300e-03,9.60e+00,
4.654400e-03,9.60e+00,
4.654500e-03,9.60e+00,
4.654600e-03,9.60e+00,
4.654700e-03,9.60e+00,
4.654800e-03,9.60e+00,
4.654900e-03,9.60e+00,
4.655000e-03,9.60e+00,
4.655100e-03,9.60e+00,
4.655200e-03,9.60e+00,
4.655300e-03,9.60e+00,
4.655400e-03,9.60e+00,
4.655500e-03,9.60e+00,
4.655600e-03,9.60e+00,
4.655700e-03,9.60e+00,
4.655800e-03,9.60e+00,
4.655900e-03,9.60e+00,
4.656000e-03,9.60e+00,
4.656100e-03,9.60e+00,
4.656200e-03,9.60e+00,
4.656300e-03,9.60e+00,
4.656400e-03,9.60e+00,
4.656500e-03,9.60e+00,
4.656600e-03,9.60e+00,
4.656700e-03,9.60e+00,
4.656800e-03,9.60e+00,
4.656900e-03,9.60e+00,
4.657000e-03,9.60e+00,
4.657100e-03,9.60e+00,
4.657200e-03,9.60e+00,
4.657300e-03,9.60e+00,
4.657400e-03,9.60e+00,
4.657500e-03,9.60e+00,
4.657600e-03,9.60e+00,
4.657700e-03,9.60e+00,
4.657800e-03,9.60e+00,
4.657900e-03,9.60e+00,
4.658000e-03,9.60e+00,
4.658100e-03,9.60e+00,
4.658200e-03,9.60e+00,
4.658300e-03,9.60e+00,
4.658400e-03,9.60e+00,
4.658500e-03,9.60e+00,
4.658600e-03,9.60e+00,
4.658700e-03,9.60e+00,
4.658800e-03,9.60e+00,
4.658900e-03,9.60e+00,
4.659000e-03,9.60e+00,
4.659100e-03,9.60e+00,
4.659200e-03,9.60e+00,
4.659300e-03,9.60e+00,
4.659400e-03,9.60e+00,
